id,comment
2458,生成 AI と共存は絶対に出来ない。まず生成 AI の生成スピードには絶対追いつかない。個人個人個性がある絵は集中的に学習されて仕事は無くなる。なのに質は良くならない結局はコピーどまり。そのまま止まり続けるならすぐさま日本特有のゲームアニメ漫画は中国や韓国の覇権になると思う。そうなれば韓国語覚えて韓国でお仕事を貰えたら 1 番なのかもなと思ったりする。生成 AI が寄生した業界は品質不良の量産品で蔓延ってその業界自体の価値が落ちると思う。結局は飽きが来る。新しい世代も生まれづらく、未来が見える気がしない。生成 AI の上手い利用の仕方なんてあるのか？逆に聞きたい。生成 AI で量産したものを手直しすればいいなんて論外。今まで以上に絵が上手い人以外直せない。結局時間もかかる、直せる人が限られる。今までより技術的に難しいのに直したものだから給料は減る。メリットが個人的には無いように見える。生成 AI が学習していると言う話を聞くがそうは思えない。学習しているのであれば 1 枚絵を出力してその絵を上下左右、色々な方向からから見たものを作れると思うのだがなぜそれが出来ない？造形を理解できていないのでは？機械に疎いから絶対に学習できていないなんて事は言えはしないがだからといって学習しているという話に全く納得もいかない。人間の生成物(絵、物品等々)に著作権が発生するのは理解出来るが機械が出力したものに著作権が発生するのはよく分からない。版権物を出力した場合はどうするのか。そもそもとしてなぜ勝手にデータを奪われて生成 AI なんてものが作られたのか、それに対して問題が無いなんてことにしてしまえば舐められるだろうし、国民の利が他国の機械に奪われているのにそこは守れないのか。生成 AI を利用すればするほど生成 AI を作ったものだけが利益を得られるだけでは？？それと集中的に学習されて、嫌がらせや人格否定、殺害予告まで出されているイラストレーターさんが居るのについて不安がすぎる。なんとかならないんですか。こういうのって法で守れないんですか？こんな理不尽が通るなら法が足りないのではないですか？
2462,画像に関する AI の使用の禁止と、使用者への罰則の制定を求めます。今日に至るまでクリエイターの皆様が苦心し人生を捧げてきた結果、素晴らしいアーティストや作品が日本の誇る文化と産業になっています。AI はそういった先駆者たちの成果を無断で使用し、尊厳を傷つける暴力的なツールです。現在、数々の偉大なクリエイターや、モリサワなどの有料フォントですら、無断で AI 出力されています。使用権利を持たない人が他人の権利物を扱うことは問題的です。そうして無断で使われた人々の心が砕かれているにもかかわらず、責任を負おうとすらしない人間が AI を乱用しています。この世にいるのは権利を守り、正しく使える人だけではありません。無法の人々からクリエイターを守ってください。クリエイターたちの熱意と心と尊厳を守ることが、日本の成長につながると思います。AI によって権利侵害、侮辱、模倣、フェイクニュースなどを取り扱った人間に対する抑止力も必要です。そのため、AI の使用に罰則の制定を求めます。私たちに安心して作品を作れるよう、力を貸してください。よろしくお願いします。
2464,ここで説明するだけでなく、テレビなどできちんとした情報を時間をとって説明出来たらいいなと思う。生成 AI は規制して、使いたい人には、悪用されないためにも、目的をあらかじめ送ってもらうのがいいと思う(許可制にする。)生成 AI は良くも悪くも使い方次第だと思っているので世に簡単に提供するとなると、不安。
2465,AI なら海賊版利用は合法という理論にしか見えなくて、どう考えてもおかしいと思います。
2467,はじめに小委員会の構成について、AI サービスの普及に利益もしくは損失が左右される立場の人間が偏っていないか非常に興味関心がある。30 条の 4 の適用範囲を恣意的に狭く解釈を行おうとしている向きはないか検討されているのか。学習済みモデルの廃棄請求について「AI 学習により作成された学習済モデルは、学習に用いられた著作物の複製物とはいえない場合が多いと考えられ」とあるが、現在市場に提供されている AI サービスのほとんどが学習データである著作物と類似したものを出力している以上、この考え方には疑問を抱く。上記にあわせて現在提供されている生成 AI サービスのほぼ全てが、既存著作物に酷似したものを出力できるモデルを基盤にしていることから、それらがサービスとしてユーザーに享受を目的として提供されている以上、この素案で想定されているような権利侵害のない生成 AI モデルは現状存在していないということを明記すべきである。その他の論点 生成物の著作物性についてイ 生成 AI に対する指示の具体性と AI 生成物の著作物性との関係について生成指示の分量や内容・選択によっては生成物に著作物性を持たせるとあるが、現行の扱いに沿って対応するという方針ならば、指示を入力し選択をする人間が行っているのは単なる発注であり、著作権を保持する対象がいないためこの案で述べられている認められる可能性については疑問が残る。その他の論点について「学習済みモデルから、学習に用いられたデータを取り除くように、学習に用いられたデータに含まれる著作物の著作権者等が求め得るか否かについて」著作権侵害を受けた場合通常差し止めが可能である。今素案にあるように情報解析を超えてサービスを提供しようとしている生成 AI モデルについては 30 条の４の適用はなく、著作権侵害を行っていると考えられることから、その実現に課題があるならばそもそも学習に用いること自体が望ましくないとするべきである。著作権者等への対価還元という観点についても、開発に向けた著作物の利用までは 30 条の４の範囲だが、開発された生成 AI によってサービスを提供し対価を得るならばその限りではなく、保証金制度導入の説明が理論的に困難であるとは考えられない。
2468,日本のクリエイティブ文化が壊れてしまうと思うので反対です。絶対にあってはならないと思います。これまで多くのクリエイターが築いてきたものを悪意ある人に搾取させてしまうようなルールを作るのはあまりにも恐ろしいことだと思いました。
2474,生成 AI に使われるデータは著作権によって保護されるべきである。書いた本人がデータ活用の許可の可否を選択できるようにしなければ、あらゆる電子データに関する取引の価値が損なわれると考えれる。特に多くのクリエイターは不当に利益を搾取される懸念があり、すでに海外では俳優のストライキ活動が行われている現状ではしっかりとクリエイターたちの利益を守る必要があると考える。
2475,今回、X（旧 teitter)にて、画像生成 AI を用いてイラストを描いていた人間へのいやがらせ等があり、現在活動を停する旨を書いていらっしゃいました。画像生成 AI、文章作成 AI に今後望むのは・学習元の記載、及び学習元割合の表記。・画像生成 AI、文章作成 AI の出力であると明記の義務付け、あるいは一見して AI 出力であるとわかる表記。・AI ソフトやアプリケーションを作成した方々が非難を浴びないような法整備・学習させるにあたって、学習元へ許諾を必ず取る初めに書いたイラストレーターへの被害は画像生成 AI が悪いとは思っておらず、学習させ、悪意をもって生成した人間に非があると思っています。しかし、人間の悪意には限りはなく、また想定するものをはるかに超えて他者を害そうとする。本件に関して法整備などがもっと事細かにきちんとなされるまでは、生成 AI の使用を一時凍結かそれに準ずるものにしてほしい。
2478,人は参考書を買うなど勉強するためにお金を払うのに、AI 学習なら無料で情報を使って良いになるのは変だと思います。勝手に使われないなど情報を作った人が尊重されてほしいです
2481,“作品”とは、基本的な言い方をすれば人が自分の力により産み出したものだと思います。では機械にその“作品”の様々を機械に通し、その機械に対して人が即物的に一つ趣旨を唱え、機械から産み出されてたものは“作品”なのか。非常に難しいと思います。その人が作品として出したいときに作品は誕生するかもしれません。仮に人が自分の力により創るものが作品だとするならば、この趣旨だけをもって作品となす場合、力と言えるのかちょっと私には分からないです。ただその発動元となる作品達は、個々人が力により発現させたものです。仮に法的に機械的に考えた場合、ai の造ったものと、ai の所有者に著作権がいくのならばある意味それは今の時代仕方ないのかもしれません。ただ今の創作界隈では、ai の利用者により人の手で作っている人達が嫌がらせを受けている構図です。感情論ですが、それはとても見てて苦しいものです。人ではない機械により人の力で創り上げしものが吸収される今。創作“者”としての証としての著作権利は、やはり機械を媒介している人間に与えては酷だと思います。国としては難しいと思います。仮に法の論理にのっとって ai の生成に著作権を与えるのが妥当であるならば、それが優先されると思います。法の論理や、数として多くの物が生産できるほうが大切かもしれませんが、今一度国の幸にも目をくれて下さるとありがたいです。やまと歌は、人の心を種として、よろづの言の葉とぞなれりける。世の中にある人、事業、繁きものなれば、心に思ふことを、見るもの聞くものにつけて、言ひ出せるなり。花に鳴く鶯、水にすむ蛙の声を聞けば、生きとし生けるもの、いづれか歌を詠まざりける。力をも入れずして天地を動かし、目に見えぬ鬼神をもあはれと思はせ、男女の仲をも和らげ、猛き武士の心をも慰むるは、歌なり。（中略）人の世となりて、素盞嗚尊よりぞ、三十文字あまり一文字は詠みける。かくてぞ花をめで、鳥をうらやみ、霞をあはれび、露を悲しぶ心・言葉多く、さまざまになりにける。遠き所も、出で立つ足下より始まりて年月を渡り、高き山も、麓の塵泥よりなりて天雲棚引くまで生ひ上れるごとくに、この歌もかくのごとくなるべし。古今和歌集の序文です。文化に奉ずる方々にわざわざお書き上げ致すのは無粋かもしれませんが、今一度国の創作精神とも言えるものについて考えて頂きたく思います。御役人の方々も、民間で実際に創作に興ずる人々も、共にこの国の幸を賑わせ、また日本人が、己の表現の道を極めていくためにも、どうか実際の声を聞いて判断して頂きたいです。その上での御聖断をなされるかと思います。私はそれを受け止め、私も今後人々のために何かを創る人、それを受け止め心を描く人の関係を大切にし、またこれからもそれに協力していきたく思います。様々な声が挙げられていると思います。お疲れかと思いますが、一つ一つ読んで国民のために常に働いて下さってる方々への感謝を申し上げ結びとさせて頂きます。ありがとうございました。
2482,4-1著作物の無断利用されてもかまわないと、ネット上へ作品を UP しているクリエイターや実演家等の権利者は非常に少数派だと思われます。著作権者側の立場に寄り添う形でのルールや法の整備をお願いいたします。
2486,４．関係者からの様々な懸念の声についてX(旧 Twitter)で私のフォロワーの方が好きなイラストレーターのアカウント名「(」)さんが AI 画像を使った嫌がらせ等により精神的に追い詰められてしまったそうです。他にも児童書の挿絵の仕事をしているイラストレーターが自身の絵柄と酷似したアダルト画像を生成されるという嫌がらせもあるそうです。規制がほとんど無い現状では人を傷つける道具として AI が使われる場面を X(旧 Twitter)上では見かけます。私自身は絵画やイラストが好きなだけの素人なので生成 AI や関係する法律についてはあまり詳しくないのですが、生成 AI は使用できる人間の制限等の規制は絶対必要だと感じます。
2487,2.検討の前提として アAI で生成した画像（いわゆる AI イラスト）は、AI に学習させたり AI 自体が収集したデータにより生成したものであることから単なるデータであるとも言えると同時に、生成画像には思想や感情は入っていないので著作権の保護対象に含まれない、と考える。AI 生成画像に思想又は感情を感じるという意見もあろうが、それは画像を見た人が勝手に感じとったものであり、画像自体に思想や感情は入っていないことは変わらない。5、各論点について （１）ア（ア）（イ）AI 開発には大量のデータが必要であるから、学習を含む情報解析のための著作物の利用は権利制限規定が設けられている。という部分で、2.（１）ウにある「著作物に表現された思想又は感情の享受を目的としない利用」ということが権利制限に必要な条件になると考える。しかし昨今見られる、AI に実在のイラストレーターの絵柄を学習させて、その絵柄とそっくりな画像を生成させる事例においては、著作物の思想や感情の享受を目的としていることでもあるから、権利制限の対象とはならないはずである。さらには、その絵柄の生成物によってイラストレーターの権利を侵害したり、その絵柄の生成物を自作品として金品を得るような行為の可能性もある、と考える。「生成 AI 以外の AI 開発等の利用も権利制限の対象となる」といった権利制限の拡張事例を自分の欲求の実現に都合よく結びつけた、著作物を好き勝手に学習させることを肯定する考えや意見が良くみられる。AI 開発に必要な学習と、個人の利益や興味による学習は区別されるべきと考える。（イ）の注釈 13 における「AI 学習を行う者が、生成 AI による生成物を観賞して楽しむ等の目的」の部分においては慎重に考えて頂きたい。今の状況は、自身で鑑賞する段階から容易に不特定多数に向けて発信する行為に発展することが可能であり、それによる著作権侵害が発生する可能性もあると考える。AI に学習させる行為において、生成物を楽しむ目的を有することはあってはならないと考える。注釈 15 における「生成 AI の利用者が既存の著作物の類似物の生成を意図して生成 AI に入力・指示を与えたこと等に起因するものである場合」の部分であるが、利用者が意図して入力・指示を与えることを想定して AI に学習させ開発する行為は、事業者の享受目的の存在に十分当てはまると考える。学習された著作物と創作的表現が共通したものが頻発するならば、そこに事業者の享受目的が存在しないというのは無理があり、これを推認する要素とならないと考えるならば、著作権侵害の重大な抜け道とされてしまうかもしれない、と考える。エ （エ） の注釈 25 について「本ただし書に該当すると解することは適切でないといった意見もあった」の部分は曖昧であり、何らかのすり抜けやごまかしのための意見なのかもしれないという印象がある。データベース販売のための AI 学習防止の措置を回避して、データ収集することが問題とはならないという意見は、理屈が通らないと考えるが。（２）生成・利用段階 イ（イ）2注釈 37 については、AI に学習させているのだから、「既に存在している著作物を視聴等し、それに基づいて創作する」といった場合に該当すると考える。よって、依拠性はあるとするのが妥当だと考える。（３）生成物の著作物性についてア「2.検討の前提として ア」により生成物は、AI 学習させたデータが出力された生成物であるから、著作物性はないと考えることが正しいのではないか。イ指示・入力（プロンプト等）も、AI の能力に頼るためのものであり、工夫された文章などの入力であってもそれを形作るのは学習させたデータであり、データの寄せ集めに著作物性はないと考える。利用者自身が創作している気分になっているだけであり、生成されたものには思想も感情も存在しない。
2488,5.（1）エ（オ）について海賊版は断じて認められるべきではない。区別が困難としているが、インターネット上での無差別スクレイピングをやめ、出版社等を通じて学習データの確保をすれば解決する問題である。また、出典を明記すれば商業コンテンツであれば海賊版との区別が可能となる。学習データの目録作成を義務化すべきである。5.（4）についてa.現時点で再現度の高い生成 AI が確認されており、これに関連するかは定かではないが生成物であるにもかかわらず自身の著作物であることを騙る人間も現れている。これは生成 AI の共食いリスクとなるため、明確に禁止すべきである。b.過学習を行った生成 AI 利用者が過学習の元になった著作権者に対して虚偽の DMCA 侵害の申請を行う事例が確認された。許諾・認可によるものであれば、このような悪意ある生成 AI の利用が行われなかったことは明確である。学習データには許諾を取るべきである。
2489,何十何百時間とかけて身に着けた技術と作品を横取りし、文字を入力するだけでたった数分、数時間で作品を作るのが生成 AI。SNS で生成 AI 利用者による、イラスト製作者への攻撃的な投稿、殺害予告もありました。クリエイターさん達の人権と技術、日本の漫画やアニメの文化を守ってください。ポルノ画像や、ニュースにもなっていたフェイク動画などの問題もあると思います。画像や映像、音声さえあれば、どんな人間の複製物も作れてしまうものを放っておいてもいいのでしょうか。ちゃんとした法整備をお願い致します。
2490,生成 AI イラストの規制と法整備をお願いします。また AI で作られたモノは AI で作ったと明示されるようにしてください。先日が自殺しました。その漫画をドラマ化にあたり改変しないことが条件だったそうです。しかし無許可で毎話改変されてしまったそうです。イラスト生成 AI は無許可で無断で勝手に他者のイラスト作品を利用しています。無断でイラストを利用されたあるイラストレーターさんは、無断でイラストを AI 学習させていた AI 利用者から、DMCA 著作権法違反として X(旧ツイッター)で訴えられていました。模倣者が元祖を訴えたのです。あまりにもひどいです。簡単に AI で人の絵を無断で学習させて、生み出す苦労もなくできてしまったものだからできたものに矜持もなく悪用してしかも他者を苦しめています。これは一例ではありません。この模倣者に群がって元祖を叩いてる AI 利用者がたくさんいます。さんでも世の中で大成している漫画家さんでもはじめは小さな芽です。駆け出しです。今のその駆け出しの方々を目先の欲で潰さないでください。無断の AI 利用を規制してください。お願いします。
2491,AI 生成ツールに関しては、１ ラーニングの為に使われた画像データの元データを確認できること２ ツールを用いて画像を出力した人間がどこの誰であるかを同定できること３ AI で出力された画像であると第三者から証明できること以上の３点を法整備によって開発の際かならず把握できるように義務付け、それができないときはその AI を作成していることがそもそも違法となるような法体制を作るべきであると考えます。１点目、ラーニングの為に使われた画像データの元データを確認できること。これは読み込んだ画像を元に AI が解釈して画像を生成したり、全体的な補正を行う画像生成ツールに対して、自身の著作物が改変されたかどうかを確認できるようにするために必須であると考えます。それを確認するすべがない場合、もし自身の著作物が改変されていたとして裁判を起こしたとしても AI の出力元が自分であることを証明できずに不利益を被ることなどが考えられます。２点目、ツールを用いて画像を出力した人間がどこの誰であるかを同定できること。先だっても岸田総理大臣の画像を元にした生成 AI の事件があったり、トランプ大統領が逮捕されるような画像を生成した一件があったりと、そもそも生成 AI を用いて人権侵害や猥褻物陳列、場合によっては AI を用いた児童ポルノなどの生成も可能であるというのが AI の危険な一面です。ただしそれは包丁を用いて人を殺したからと言って包丁が悪いわけではなくそれを用いて殺人を行ったものが悪いように、AI そのものとそれを使用した犯罪は分けて考えるべきであると思料します。AI の場合はそれを生成するためには人間が指示を出す必要がありますので、指示をして生成した人間が特定できるようになっていれば、人権侵害が拡大する前に犯人の確保につなげることができるのではないかと考えます。また、そうした法整備が進むことによって AI を用いて犯罪を行うことへの抑止力にもなると思料します。３点目、AI で出力された画像であると第三者から証明できること。生成 AI は成長スピードが速く、それが AI であるかどうかの同定が日ごとに難解になっているのが現状です。人間の目では判別がつかずそれを判定する AI が登場し、その AI の弱点を見つけ出し対策をして、と鼬ごっこがおきているのは確実性に欠けますし、そのコストを全て被害者が払うことを考えると泣き寝入りが起きやすくなると思料します。そのため、その画像がどこの生成 AIで生成されたものかが判別できたり、生成 AI 画像には必ず特定のマークを入れなければならないなど AI であることが判別可能なシステムを義務付ける必要があると考えます。AI は夢の技術であると同時にどうしても犯罪の温床にもなりうる新技術です。AI を安心して使うためにも、AI にもし権利侵害をされた際に被害者が泣き寝入りしなくて済むためにも、生成 AI 周りの迅速な法整備を期待しています。
2495,・性的虐待や犯罪行為のデータを用いた生成データが販売されている可能性があるため、性的虐待や犯罪行為のデータを用いた生成を禁止する条文が必要になる。・熊本地震が発生した際に動物園からライオンが脱走したとされるデマが発生したが、生成AI を用いた画像と文章の投稿によって事件発生・災害時に真偽不明な情報が拡散される可能性がある。よって、生成 AI の規制を強く希望します。
2497,3.(1)AI イラストについての意見です。他人の絵を勝手に使用、素材として使用することに強く嫌悪感を抱きます。創作文化は日本を代表する文化の 1 つです。もっと丁重に扱うべきと考えます。
2498,生成 AI によるデュープフェイクがニュースになった。ディープフェイクの生成抑止のため、生成 AI 利用者が生成物を公開する際は生成物であることを明確にすべき。
2506,まず前置きを書かせて頂きます。前提として、各立法・行政による様々な検討の段階で実際の創作者・著作者たちの声をすくいあげていないという致命的な問題があります。若干数のヒアリングや、協議等を行っていることは見えますが、参加者は一部のクリエイターを除いては業界団体を名乗る立場の方々ばかりで、実際の創作活動を行う人でない場合が殆どです。これに関しては日本のアーティスト・クリエイター達自身が現在までに声をあげ切れていなかったことも大いに反省すべき点ですが、それ以上に日本のコンテンツ・エンタテインメント業界の構造が原因です。クリエイターの権利に関する様々なルール作りが、クリエイター不在で行われています。１月末の漫画家の自殺などもこういった構造の表れですが、他にもジャニーズ問題、宝塚問題などなど、日本の産業界が実際の表現・創作活動を行う者たちの権利を軽んじているのは明白です。その結果、３０条の４などのおかげで日本は諸外国からＡＩ天国と揶揄される始末で、非常に残念に思います。とはいえ時代も進み、現在ではやたらと「クリエイターファースト」という言葉も聞かれるようになりました。最も重んじられるべきはクリエイターだ、という時代にようやく入ろうとしています。ですから昨今のＡＩ関連の様々な検討は、「他人の著作物などでビジネスをする創作者ではない人々」ではなく、本来は創作者たちを中心に行うべきです。文化庁には是非ともその点をご理解いただきたいです。以上が前置きです。さて、素案を読ませて頂きました。概ね賛同できることが書いてありましたが、いくつか指摘させてください。Ｐ３０の２に「依拠性がないと判断される場合はあり得ると考えられる」とありますが、それは技術的な措置が講じられることで見えなくなっているだけで、依拠性は存在すると思います。また「作風」や「画風」を、単なるアイデアと記述している点は看過できないと思いました（Ｐ１３など）。作風や画風は間違いなく「思想又は感情を創作的に表現したもの」に該当します。思想又は感情を創作的に表現したものこそが作風や画風になっているのです。きっとＡＩと共存していくであろう現代のクリエイターとしての望みは非常に単純です。・ＡＩによる学習は避けられないでしょう。それならばオプトアウトと対価の還元は必ず行われるべきです。技術的に不可能である場合は、可能になるまで実用を停めるべきです。・ＡＩ作品を人間の作品であると偽る行為や、ＡＩによる権利侵害に対して罰則規定を設けるべきです。・クリエイター不在で物事を決めすぎてきました。これからの時代はクリエイターを中心にルール作りをしてください。・産業よりも文化保護を優先した決断をすべきです。以上よろしくお願いいたします。
2511,私は現行の画像生成系 AI は存在自体が、クリエイターやタレント他様々な視覚的情報を経済活動に利用している職業の人の人権を損ないうると考える。デジタル広告の代理店に勤務しているため、画像生成系 AI がもつ技術革新の側面や経済的拡張性は日々感じており、クライアントビジネスの成長や広告の可能性にとっても重要な技術であると考えている。しかし現在リリースされている画像生成 AI サービス・アプリ・ツールはいずれも、学習元データの権利者に対してはデータ使用の許諾を得ておらず、また入力するプロンプトによっては学習元データとそっくりそのままの画像が再生成されることもままある。首相のディープフェイク動画や有名歌手の猥褻画像の捏造、世界的有名イラストレーターの作風をほぼ完全に再現し金銭の授受に使用するなど、現行の画像生成 AI ソフトは生成者が意図して誰かに不利益を被らせない限り問題ない、という生成者の善性のみに頼って成立しようとしている非常に不安定なツールである。現行の画像生成 AI に限って言えば、生成 AI 使用者が、やろうと思えば「視覚的情報を経済活動に利用している」人々にクリティカルな不利益を生じさせることができる現状自体が、漫画村の存在で日本中の漫画家が不利益を被った時のように、無断でデータを使用されている学習元データの権利者の著作権をはじめ・肖像権・知的財産権その他経済活動に関わる権利を阻害していると言える。(Adobe やスクエアエニックスなど)国内外の大手企業がプロモーションや作品内に AI で生成された画像を使用し、国内外問わず反発の声が上がっていることからも、現状の画像生成AI のままでは一般ユーザからの反発を避けることはできず、あえて AI 活用しようという企業が出づらい状況を作り、AI 技術の発展そのものに悪影響を及ぼす可能性もある。今後の画像生成 AI 技術の発展のためにも、画像生成 AI 技術開発元とデータセットの学習元の権利者双方が共に利益を得るようなビジネス業態を確立していく必要がある。学習元の著作権者の人権を損なわねば成立しない技術であるならば、「搾取される」側であるゼロから１を生み出す創作者は AI 技術と対立し、新たな学習データの提供を拒み、AI 技術は古いデータセットのみに依拠した古いアウトプットを繰り返すことになり共倒れとなるのは必至である。画像生成 AI を「活用できる便利なツール」たらしめ、日本が AI 技術の生み出す利益を活用していくためにも、AI 技術と学習元の著作権者の利益双方を両立していくことが不可欠であり、その取り組みを漫画アニメはじめ、データの無断使用をされているクリエイターを多く抱える日本で行なっていくことが重要であると考える。
2521,１学習開発段階著作物の無許可での学習を法的に禁止してほしい。特定のイラストレーターの著作物を無許可で学習し、その絵柄を模倣して出力したいわゆる AI イラストを販売したり、学習モデルを販売したりして利益を得ても法的に触れない現状は絶対におかしい。著作者か許可しない限り、絵柄模倣や学習モデルの販売を法律で禁止すべき。４関係者からの様々な懸念の声についてSNS では特定のイラストレーターのイラストを模倣、模倣した AI イラストを悪用した自殺教唆、学習モデルの販売、なりすましで精神的に追い詰められたイラストレーターが活動休止にまで追い込まれている現状がある。AI 推進派から AI 規制派に対する誹謗中傷も問題視されており、中には生成 AI 規制について発信したイラストレーターに対して殺害予告が届いたケースもあるため、早期の規制が必要。また生成 AI 自体、学習元に CSAM や倫理的に問題のある画像を含んでいるため使用することを許すべきでは無い。SNS などで問題になっているディープフェイク問題もある。実在する人物の自撮りや子供の写真などを使って無修正の性的なイラストを出力している層もいる。このような悪意ある生成 AI の使用に関しては法律で規制してほしい。
2524,以前投稿させていただきましたがあれから意見が大きく変わったので再度投稿させてください。AI イラストは全面禁止にするべきです。条件次第だとか言っている場合ではなくなりました。AI で剽窃した側が本業のイラストレーターを脅迫し精神的にダウンさせて活動休止に追い込む事案が発生しています。少なくとも今の人間社会や倫理観で範囲で制御しきれるような代物ではないとこの一件で痛感しました。AI イラストは全面停止。既存の作品も削除、取り下げをさせ、違反者には厳しい罰則を与えなければ止まりません。表現の自由を本当の意味で守るために今は厳格な対応に出るべきです。
2525,私はインターネット上でハンドルネームを使い、副業・趣味としてイラストや漫画を描いている者です。最近の生成 AI イラストについて、さんいう方の例を見て非常に恐ろしくなった為、パブリックコメントを送らせていただきます。さんは、ゲーム等のイラストレーターとして活躍しておられ、Twitter に 63000 人以上のフォロワーがいます。とあるユーザーが Twitter 上で、さんのイラストを集中的に学習させた Lora というモデルを勝手に使用した上で、i2i を含む生成 AI イラストでさんに対するなりすまし・脅迫をしている事件が発生しています。画風には著作権はないかもしれませんが、人が絵柄を学んで学習することと、AI にただ沢山の画像をインプットさせることでは訳が違うとおもいます。実際に、さんの画風に寄せたイラストを大量に生成して「」と名乗る加害者ユーザーは、いじめや嫌がらせのために生成 AI を利用しています。さらにさんの絵柄を真似た生成 AI イラストで依頼を受注して、加害者側に利益も発生しています。何年もイラストを勉強し、独自の技術・表現技法を磨き、企業様やファンの方々からの信頼・実績をひとつずつ積み重ねてきた方が、悪意ある生成 AI ユーザーと現法の抜け穴によって殺されようとしています。(実際に、包丁の写真とともに殺害予告も加害者から届いているようです)生成 AI イラストは 絵が上手い人に対して、このようにお金儲けや 筆を折らせるための嫌がらせの道具として利用されているだけでなく、下手(未熟)な人の作品に対しては、一生懸命作り上げた絵や写真を「bad quality」というタグをつけられ インプットされています。学習だけなら合法かもしれませんが、それを免許も倫理観も関係なく、誰もが使えてしまう現状には大きな問題があると考えます。先日も、様が、ドラマ化にあたって望まない改変を受けた件で自殺されてしまいました。創作や作品作りに関わらない方々には理解し難い感覚なのかもしれませんが、作者にとって、作品は本当に大切なものです。日本というアニメ・漫画カルチャーを世界に発信している国として、生成 AI が野放しの状態で、むしろ企業が積極的に活用しているような状態は 明らかにおかしいと思います。海外の基準になんでも右へ倣え をしろとは思いませんが、生成 AI に対しては、岸田総理のディープフェイクのようにまだまだ問題点が山積みです。法整備が間に合わないのであれば、一度すべて禁止にしてから少しずつ解禁でもいいのではないでしょうか。少なくとも、今日本が生成 AI で利益を得ているようには見えず、寧ろ海賊版のように著作物が無償でタダ乗り・ポイ捨てされて 損を被っているようにしか思えません。私自身も、生成 AI イラストで i2i の被害に遭い、イラストをインターネットに投稿することを一時的に辞めております。クールジャパンの一員として これからも胸を張って漫画アニメ文化を世界に届けられる日本人でいたいです。 どうかよろしくお願いいたします。
2528,プライバシーの保護とフェアユース観点から学習データは許可をとり、それに加え生成 AIは原則学習元を公開するべきである。無許諾生成 AI のような労働の代替をする AI は人間中心の AI 社会原則に反している為、そのような AI 開発は行うべきでないと考える。
2529,４関係者からの様々な懸念の声について ２、３への意見になります。私は現在 23 歳の無職（女性）です。芸術大学へ入学後、大学 4 年目の終わりでうつ病を発症し大学を退学しました。発症から 1 年以上が経ちましたが未だ寛解まで至らず希死念慮の波に苦しんでいます。人間関係に疲弊し人と関わるのが怖く、これから先どうやって生きていけばいいのか毎日が不安な日々を送っています。残された道として絵の世界で生きて行こうと考えていた矢先、AI 生成の技術の登場、それに対する日本政府の対応についてとても非常にショックを受けました。私は学がないので難しいことはよく分かりません。ですが今の緩い規定では（作風が似ていれば OUT のような）心ない人達がいずれその隙間を掻い潜って食いつぶしにくるのだろうと容易に想像できました。他にもインボイス制度、、先生の死去の件しかり、国や社会全体が創作者への敬意と理解が不十分なことを痛感しました。芸術に理解のない人を説得するのは非常に困難だと思います。だこらこそ国が厳しく取り締まり創作者を守っていただきたいのです。このまま社会が変わっていかなければ正直もう私は生きていなくてもいいとも考えています。どうか我々に希望をくださいませんでしょうか。
2536,生成 AI は作成ツールではなく、コラージュツールです。現行のままでは多重な問題を抱えており、普通に生活する上ですら安心できません。現在イラスト・音楽・文章等の著作権の問題も指摘されていますが、現在犯罪者予備軍が犯罪を成す為の手段を与えてしまっていると言っても過言でなく、既に海外では自殺者を出しています。日本でも思い詰めていたり、既に精神を病んでしまった方もいます。この災害大国である日本で、手軽にフェイクを作成する事も出来るようになってしまいました。通販サイトには現存しない品物を生成 AI で作成し、詐欺に利用する事例が出ていたり、インターネット検索の画像は実在しない生物・植物等の画像で溢れかえっています。今や人の命を直結して脅かすツールになりつつあります。是非とも海外の動き、問題とされる箇所を調べてほしいと思います。私は絵描きですが、自分の絵を利用される事、知らない間に自分の肖像が利用される事、どちらも非常に恐ろしいです。安心して暮らせるように、是非とも宜しくお願い致します。
2539,５．各論点について（４） その他の論点について画像生成 AI ツールの種類によっては、クリエイターのタグを入力すれば、そのクリエイターの作品の作風や画風（タッチ）に極めて類似した生成物が出力されます。昨今のインターネットによる SNS の普及により、クリエイターにとってその画風やタッチは、その人を表す「顔」とも呼べる重大な要素であるといえるでしょう。よって、それを AI に学習させ極めて類似したものを複製し公開する行為は半ば人権侵害にも等しく、悪意を持ってその本人に成りすまし、精神的苦痛を与える行為すら横行しています。上記のことを踏まえて、半ば凶器ともなりうる生成 AI ツールの使用・開発にあたり、人格や使用目的など、資格や第三者による監査等の必要性があると思います。またその学習内容を透明化し、生成物が AI 生成であると明記すると共に、その生成に要した学習内容も全て明記すべきであり、それが今後発生するであろう犯罪を抑止しうると考えます。
